time,position,velocity,setpoint,output
2.3400,1.995730,0.015929,2.000000,0.778218
2.3600,1.995994,0.014939,2.000000,0.767641
2.3800,1.996242,0.014013,2.000000,0.757754
2.4000,1.996473,0.013147,2.000000,0.748510
2.4200,1.996690,0.012337,2.000000,0.739868
2.4400,1.996892,0.011580,2.000000,0.731786
2.4600,1.997082,0.010872,2.000000,0.724227
2.4800,1.997259,0.010210,2.000000,0.717157
2.5000,1.997425,0.009590,2.000000,0.710543
2.5200,1.997581,0.009010,2.000000,0.704354
2.5400,1.997730,0.008462,2.000000,0.698517
2.5600,1.997871,0.007941,2.000000,0.692967
2.5800,1.998005,0.007447,2.000000,0.687702
2.6000,1.998131,0.006979,2.000000,0.682709
2.6200,1.998251,0.006535,2.000000,0.677977
2.6400,1.998364,0.006116,2.000000,0.673495
2.6600,1.998469,0.005722,2.000000,0.669295
2.6800,1.998567,0.005355,2.000000,0.665373
2.7000,1.998659,0.005012,2.000000,0.661710
2.7200,1.998744,0.004691,2.000000,0.658289
2.7400,1.998824,0.004392,2.000000,0.655094
2.7600,1.998899,0.004113,2.000000,0.652110
2.7800,1.998969,0.003852,2.000000,0.649323
2.8000,1.999034,0.003608,2.000000,0.646718
2.8200,1.999095,0.003380,2.000000,0.644285
2.8400,1.999152,0.003167,2.000000,0.642011
2.8600,1.999205,0.002968,2.000000,0.639886
2.8800,1.999255,0.002782,2.000000,0.637899
2.9000,1.999301,0.002608,2.000000,0.636043
2.9200,1.999344,0.002445,2.000000,0.634307
2.9400,1.999385,0.002293,2.000000,0.632684
2.9600,1.999423,0.002151,2.000000,0.631166
2.9800,1.999459,0.002018,2.000000,0.629747
3.0000,1.999492,0.001894,2.000000,0.628420
3.0200,1.999523,0.001777,2.000000,0.627178
3.0400,1.999552,0.001669,2.000000,0.626016
3.0600,1.999579,0.001567,2.000000,0.624929
3.0800,1.999605,0.001471,2.000000,0.623911
3.1000,1.999629,0.001382,2.000000,0.622959
3.1200,1.999651,0.001299,2.000000,0.622068
3.1400,1.999672,0.001221,2.000000,0.621233
3.1600,1.999692,0.001147,2.000000,0.620452
3.1800,1.999710,0.001079,2.000000,0.619720
3.2000,1.999727,0.001015,2.000000,0.619035
3.2200,1.999743,0.000954,2.000000,0.618392
3.2400,1.999759,0.000898,2.000000,0.617791
3.2600,1.999773,0.000845,2.000000,0.617227
3.2800,1.999786,0.000795,2.000000,0.616696
3.3000,1.999799,0.000748,2.000000,0.616190
3.3200,1.999811,0.000703,2.000000,0.615710
3.3400,1.999823,0.000660,2.000000,0.615254
3.3600,1.999834,0.000619,2.000000,0.614821
3.3800,1.999844,0.000581,2.000000,0.614411
3.4000,1.999854,0.000544,2.000000,0.614022
3.4200,1.999864,0.000510,2.000000,0.613654
3.4400,1.999872,0.000477,2.000000,0.613305
3.4600,1.999881,0.000446,2.000000,0.612975
3.4800,1.999889,0.000417,2.000000,0.612664
3.5000,1.999896,0.000389,2.000000,0.612369
3.5200,1.999903,0.000363,2.000000,0.612091
3.5400,1.999910,0.000339,2.000000,0.611829
3.5600,1.999916,0.000316,2.000000,0.611584
3.5800,1.999921,0.000295,2.000000,0.611356
3.6000,1.999927,0.000275,2.000000,0.611144
3.6200,1.999932,0.000256,2.000000,0.610945
3.6400,1.999936,0.000239,2.000000,0.610760
3.6600,1.999941,0.000223,2.000000,0.610588
3.6800,1.999945,0.000208,2.000000,0.610427
3.7000,1.999948,0.000194,2.000000,0.610277
3.7200,1.999952,0.000180,2.000000,0.610138
3.7400,1.999955,0.000168,2.000000,0.610007
3.7600,1.999958,0.000157,2.000000,0.609886
3.7800,1.999961,0.000146,2.000000,0.609773
3.8000,1.999964,0.000136,2.000000,0.609667
3.8200,1.999966,0.000127,2.000000,0.609568
3.8400,1.999968,0.000119,2.000000,0.609476
3.8600,1.999971,0.000110,2.000000,0.609391
3.8800,1.999973,0.000103,2.000000,0.609311
3.9000,1.999974,0.000096,2.000000,0.609236
3.9200,1.999976,0.000090,2.000000,0.609167
3.9400,1.999978,0.000083,2.000000,0.609102
3.9600,1.999979,0.000078,2.000000,0.609041
3.9800,1.999981,0.000073,2.000000,0.608985
4.0000,1.999982,0.000068,2.000000,0.608932
