time,position,velocity,setpoint,output
1.9400,0.500000,-0.000001,0.500000,0.608212
1.9600,0.500000,-0.000001,0.500000,0.608212
1.9800,0.500000,-0.000001,0.500000,0.608212
2.0000,0.500000,-0.000001,0.500000,0.608212
2.0200,0.500000,-0.000001,0.500000,0.608212
2.0400,0.500000,-0.000001,0.500000,0.608212
2.0600,0.500000,-0.000001,0.500000,0.608212
2.0800,0.500000,-0.000001,0.500000,0.608212
2.1000,0.500000,-0.000001,0.500000,0.608212
2.1200,0.500000,-0.000001,0.500000,0.608212
2.1400,0.500000,-0.000001,0.500000,0.608212
2.1600,0.500000,-0.000001,0.500000,0.608212
2.1800,0.500000,-0.000001,0.500000,0.608212
2.2000,0.500000,-0.000001,0.500000,0.608212
2.2200,0.500000,-0.000001,0.500000,0.608212
2.2400,0.500000,-0.000001,0.500000,0.608212
2.2600,0.500000,-0.000001,0.500000,0.608212
2.2800,0.500000,-0.000001,0.500000,0.608212
2.3000,0.500000,-0.000001,0.500000,0.608212
2.3200,0.500000,-0.000001,0.500000,0.608212
2.3400,0.500000,-0.000001,0.500000,0.608212
2.3600,0.500000,-0.000001,0.500000,0.608212
2.3800,0.500000,-0.000001,0.500000,0.608212
2.4000,0.500000,-0.000001,0.500000,0.608212
2.4200,0.500000,-0.000001,0.500000,0.608212
2.4400,0.500000,-0.000001,0.500000,0.608212
2.4600,0.500000,-0.000001,0.500000,0.608212
2.4800,0.500000,-0.000001,0.500000,0.608212
2.5000,0.500000,-0.000001,0.500000,0.608212
2.5200,0.500000,-0.000001,0.500000,0.608212
2.5400,0.500000,-0.000001,0.500000,0.608212
2.5600,0.500000,-0.000001,0.500000,0.608212
2.5800,0.500000,-0.000001,0.500000,0.608212
2.6000,0.500000,-0.000001,0.500000,0.608212
2.6200,0.500000,-0.000001,0.500000,0.608212
2.6400,0.500000,-0.000001,0.500000,0.608212
2.6600,0.500000,-0.000001,0.500000,0.608212
2.6800,0.500000,-0.000001,0.500000,0.608212
2.7000,0.500000,-0.000001,0.500000,0.608212
2.7200,0.500000,-0.000001,0.500000,0.608212
2.7400,0.500000,-0.000001,0.500000,0.608212
2.7600,0.500000,-0.000001,0.500000,0.608212
2.7800,0.500000,-0.000001,0.500000,0.608212
2.8000,0.500000,-0.000001,0.500000,0.608212
2.8200,0.500000,-0.000001,0.500000,0.608212
2.8400,0.500000,-0.000001,0.500000,0.608212
2.8600,0.500000,-0.000001,0.500000,0.608212
2.8800,0.500000,-0.000001,0.500000,0.608212
2.9000,0.500000,-0.000001,0.500000,0.608212
2.9200,0.500000,-0.000001,0.500000,0.608212
2.9400,0.500000,-0.000001,0.500000,0.608212
2.9600,0.500000,-0.000001,0.500000,0.608212
2.9800,0.500000,-0.000001,0.500000,0.608212
3.0000,0.500000,-0.000001,0.500000,0.608212
